Title,Price,Neighborhood,URL,Description
2018 Lincoln MKX Reserve Sport Utility 4D suv Black - FINANCE ONLINE,"$36,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-lincoln-mkx-reserve-sport/7439476787.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2015 Chev Equinox 4 X 4 Z71 Off-Road,"$25,000",Kirkland eastside ,https://seattle.craigslist.org/est/cto/d/2015-chev-equinox-x-z71-off-road/7439489053.html,"Summit White exterior with two tone Blk &amp; Titanium leather/red piping Immaculate one of kind, equipped with all factory options. Built late 2015, has factory front collision mitigation system...."
2017 BMW X3 sDrive28i Sport Utility 4D suv Silver - FINANCE ONLINE,"$28,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-bmw-x3-sdrive28i-sport/7439486745.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Audi A4 Ultra Premium Plus Sedan 4D sedan Black - FINANCE ONLINE,"$29,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-audi-a4-ultra-premium-plus/7439486253.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2016 VW Volkswagen eGolf SE Hatchback Sedan 4D sedan White - FINANCE,"$17,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-vw-volkswagen-egolf-se/7439493526.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Nissan Altima 2.5 SR Sedan 4D sedan Gray - FINANCE ONLINE,"$22,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-nissan-altima-25-sr-sedan/7439493527.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2015 Subaru XV Crosstrek Limited Sport Utility 4D hatchback Red -,"$24,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2015-subaru-xv-crosstrek/7439494055.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2016 Lexus ES ES 350 Sedan 4D sedan White - FINANCE ONLINE,"$31,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-lexus-es-es-350-sedan-4d/7439493559.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2016 Toyota RAV4 LE Sport Utility 4D suv White - FINANCE ONLINE,"$23,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-toyota-rav4-le-sport/7439494732.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2019 Toyota Tacoma Double Cab SR5 Pickup 4D 5 ft pickup White -,"$34,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-toyota-tacoma-double-cab/7439486751.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Nissan Versa SV Sedan 4D sedan Silver - FINANCE ONLINE,"$16,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-nissan-versa-sv-sedan-4d/7439504425.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2019 Chevy Chevrolet Traverse LT Sport Utility 4D suv White - FINANCE,"$37,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-chevy-chevrolet-traverse/7439494727.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2015 Audi Quatro Premium plus  S-Line,"$18,995", eastside ,https://seattle.craigslist.org/est/cto/d/bothell-2015-audi-quatro-premium-plus/7439205024.html,2015 Audi A4 Quatro S-Line Package 1 Owner Local car w/ a clean car -fax and a clean title. Car fax shoes 19 service records. This Audi is in immaculate condition. Everything works as it should....
2018 Audi A3 Sportback e-tron Premium Plus SKU:JA107661 Wagon,"$35,998",CALL*425-209-0968*to Confirm Availability & Updated Location eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2018-audi-a3-sportback-tron/7439110687.html,"Mileage, engine, trim, features, transmission, options, equipment, etc can also be found here : http://lyv.cc/FXEJ9 &lt;--- Copy and Paste this link *IMPORTANT NOTICE * PLEASE READ * GENUINE URGENCY..."
2018 Nissan Murano Platinum Sport Utility 4D suv Red - FINANCE ONLINE,"$32,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-nissan-murano-platinum/7439503050.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2021 Tesla Model 3 Standard Range Plus Sedan 4D sedan White - FINANCE,"$49,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2021-tesla-model-standard-range/7439503110.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2019 Subaru WRX WRX Sedan 4D sedan GRAY - FINANCE ONLINE,"$31,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-subaru-wrx-wrx-sedan-4d/7439505203.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2009 Nissan Xterra 4WD A/T Run’s Great,"$6,300", eastside ,https://seattle.craigslist.org/est/cto/d/issaquah-2009-nissan-xterra-4wd-t-runs/7438968049.html,"2009 Nissan Xterra 4WD A/T Run’s Great, fully loaded , body and paint is good , Engine and transmission is good , no accidents , Clean title , 170k miles , tires are good call me for more..."
2016 Volkswagen Jetta 1.8T Sport PZEV 4dr Sedan 6A - Down Pymts Starting at $499,"$10,999",+ Car Link Auto Sales eastside ,https://seattle.craigslist.org/est/ctd/d/marysville-2016-volkswagen-jetta-18t/7438968664.html,"2016 Volkswagen Jetta 1.8T Sport PZEV 4dr Sedan 6A Offered by: Car Link Auto Sales — — $10,999 runs and drives amazing. Very fun car to drive! Don&#39;t forget to ask about our 1st time buyer..."
2014 INFINITI Q60 Convertible SKU:EM901530 Convertible,"$25,675",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2014-infiniti-q60-convertible/7438968117.html,"SOLD!!! This INFINITI Q60 Convertible has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use..."
2012 Volvo S60 T5 SKU:C2081882 Sedan,"$6,595",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2012-volvo-s60-t5-skuc-sedan/7438971837.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2018 Honda Accord Touring 1.5T SKU:JA186166 Sedan,"$29,498",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2018-honda-accord-touring-15t/7438964208.html,"SOLD!!! This Honda Accord has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link..."
2013 Volkswagen Jetta SE w/Convenience SKU:DM212114 Sedan,"$9,595",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2013-volkswagen-jetta-se/7438966313.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2018 Honda Odyssey EX-L SKU:JB005806 Mini-Van,"$36,885",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2018-honda-odyssey-ex-skujb-mini/7438975282.html,"SOLD!!! This Honda Odyssey has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link..."
2017 Volkswagen Golf GTI SE SKU:HM053268 Hatchback,"$24,595",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2017-volkswagen-golf-gti-se/7438974013.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2016 Audi Q5,"$24,500",Bellevue eastside ,https://seattle.craigslist.org/est/cto/d/bellevue-2016-audi-q5/7438978468.html,Selling private party. Great condition- need to sell it because I no longer have to commute to work 
2010 Mercedes-Benz S-Class S 550 AWD All Wheel Drive SKU:AA325001,"$22,695",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2010-mercedes-benz-class-550-awd/7438970036.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2018 Mercedes-Benz C-Class AMG C 43 AWD All Wheel Drive SKU:JU248418,"$38,559",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2018-mercedes-benz-class-amg-43/7438977019.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2003 Honda S2000 SKU:3T000012 Convertible,"$23,950",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2003-honda-s2000-sku3t/7438980274.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2017 MINI Convertible Cooper S SKU:H3C81078 Convertible,"$26,598",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2017-mini-convertible-cooper/7438978748.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2008 Scion xD SKU:8J024173 Hatchback,"$5,595",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2008-scion-xd-sku8j-hatchback/7438986785.html,"SOLD!!! This Scion xD has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below to..."
2012 VW Jetta GLI Autobahn 6MT (Modified),"$13,000",Kirkland eastside ,https://seattle.craigslist.org/est/cto/d/kirkland-2012-vw-jetta-gli-autobahn-6mt/7438981130.html,"Up for sale is my tastefully modified Tornado Red 2012 Jetta GLI Autobahn 6-spd manual. 109k miles. First off, I want to clarify that I am listing this GLI for the current owner, a good friend of..."
2018 Honda Odyssey EX SKU:JB094408 Mini-Van,"$31,995",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2018-honda-odyssey-ex-skujb-mini/7438981983.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
"2014 Subaru Impreza Premium Wagon AWD --Auto, Clean title, Alloys--","$13,995",kirkland eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2014-subaru-impreza-premium/7438984230.html,"2014 Subaru Impreza Premium AWD wagon with only 129k miles on it. Clean title, Clean carfax report. West coast vehicle since new. Great gas mileage!! Nice service records. Options include Automatic..."
2012 Mercedes-Benz C-Class C 300 Sport AWD All Wheel SKU:CR214927,"$15,995",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2012-mercedes-benz-class-300/7438988160.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2018 INFINITI Q60 3.0t LUXE SKU:JM340221 Coupe,"$35,980",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2018-infiniti-q60-30t-luxe-skujm/7438985299.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2017 Ram 1500 Sport 4x4 4WD Four Wheel Drive SKU:HS519353,"$37,495",please Call-please Confirm-please Come today  *253-214-9652* eastside ,https://seattle.craigslist.org/est/ctd/d/renton-2017-ram-1500-sport-4x4-4wd-four/7438983811.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2012 Dodge Charger SE SKU:CH158732 Sedan,"$10,599",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2012-dodge-charger-se-skuch-sedan/7439057112.html,"SOLD!!! This Dodge Charger has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link..."
2019 ford edge,"$28,999",Sammamish eastside ,https://seattle.craigslist.org/est/cto/d/sammamish-2019-ford-edge/7439058792.html,Lease termed out we bought it this car was used for sales calls and is immaculate! Title in hand come get it! Not even a scratching mm 
"2011 GMC Yukon Hybrid 4WD --Local Trade, clean title, 3rd row--","$16,995",kirkland eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2011-gmc-yukon-hybrid-4wd/7438990277.html,"2011 GMC Yukon Hybrid 4WD with only 138k miles on it. Clean title, Clean carfax report. Loaded up full size SUV. Options include heated leather seats, automatic transmission, power windows, power..."
2013 Ford F-150 Lariat 4x4 4WD Four Wheel Drive SKU:DFC58394,"$20,990",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2013-ford-150-lariat-4x4-4wd/7439063358.html,"SOLD!!! This Ford F-150 has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below..."
2008 Chevrolet Chevy Cobalt LS 4dr Sedan - Down Pymts Starting at $499,"$4,999",+ Car Link Auto Sales eastside ,https://seattle.craigslist.org/est/ctd/d/marysville-2008-chevrolet-chevy-cobalt/7438988753.html,"2008 Chevrolet Chevy Cobalt LS 4dr Sedan Offered by: Car Link Auto Sales — — $4,999 Great fuel efficient commuter or starter car! Low miles LS trim auto. Don&#39;t forget to ask about our 1st time..."
2017 Jeep Renegade Sport SUV 4D suv Blue - FINANCE ONLINE,"$23,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-jeep-renegade-sport-suv-4d/7439069700.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2015 Mercedes-Benz GLK GLK 350 SKU:FG433960 SUV,"$24,998",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2015-mercedes-benz-glk-glk-350/7439069069.html,"SOLD!!! This Mercedes-Benz GLK has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link..."
2018 Volkswagen Golf  AWD All Wheel Drive SKU:JW229261,"$39,320",CALL*425-224-3389*to Confirm Availability & Updated Location eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2018-volkswagen-golf-awd-all/7439067168.html,"Mileage, engine, trim, features, transmission, options, equipment, etc can also be found here : http://lyv.cc/J5GST &lt;--- Copy and Paste this link *IMPORTANT NOTICE * PLEASE READ * GENUINE URGENCY..."
2020 Subaru Impreza Sport Wagon 4D wagon Gray - FINANCE ONLINE,"$27,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-subaru-impreza-sport-wagon/7439069732.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Nissan Pathfinder SV Sport Utility 4D suv Silver - FINANCE ONLINE,"$25,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-nissan-pathfinder-sv-sport/7439069698.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2016 Audi A4 Premium Plus AWD All Wheel Drive SKU:GA003201,"$24,861",CALL*425-224-3389*to Confirm Availability & Updated Location eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2016-audi-a4-premium-plus-awd/7439076307.html,"Mileage, engine, trim, features, transmission, options, equipment, etc can also be found here : http://lyv.cc/9GUYC &lt;--- Copy and Paste this link *IMPORTANT NOTICE * PLEASE READ * GENUINE URGENCY..."
2019 Toyota 4Runner SR5 Premium Sport Utility 4D suv Silver - FINANCE,"$36,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-toyota-4runner-sr5-premium/7439073199.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2020 Ford Ranger SuperCrew XL Pickup 4D 5 ft pickup Black - FINANCE,"$35,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-ford-ranger-supercrew-xl/7439073238.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2021 Jeep Wrangler Unlimited 4xe Sahara 4xe Sport Utility 4D suv White,"$57,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2021-jeep-wrangler-unlimited/7439073689.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Ford Edge SEL Sport Utility 4D suv Silver - FINANCE ONLINE,"$25,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-ford-edge-sel-sport/7439086867.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Jeep Grand Cherokee Overland 4x4 4WD Four Wheel SKU:JC384185,"$38,491",please Call-please Confirm-please Come today *425-224-3372* eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2018-jeep-grand-cherokee/7439077417.html,"Please Read ° Please Call ° Please Confirm *** As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call..."
2019 Honda Civic Type R Touring Hatchback Sedan 4D sedan White -,"$43,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-honda-civic-type-touring/7439085471.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2011 BMW Z4 sDrive30i Roadster 2D Convertible White - FINANCE ONLINE,"$24,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2011-bmw-z4-sdrive30i-roadster/7439085511.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 GMC Acadia Denali Sport Utility 4D suv Silver - FINANCE ONLINE,"$36,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-gmc-acadia-denali-sport/7439086904.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 Ford Fusion Energi Titanium SKU:JR233079 Sedan,"$25,398",CALL*425-209-0968*to Confirm Availability & Updated Location eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2018-ford-fusion-energi/7439078591.html,"Mileage, engine, trim, features, transmission, options, equipment, etc can also be found here : http://lyv.cc/QEL2R &lt;--- Copy and Paste this link *IMPORTANT NOTICE * PLEASE READ * GENUINE URGENCY..."
2019 Ford Mustang GT SKU:K5198769 Coupe,"$37,995",please Call-please Confirm-please Come today *877-554-2958* eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2019-ford-mustang-gt-skuk-coupe/7439095073.html,Most common questions about this vehicle: Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the...
2016 Chevy Chevrolet Colorado Crew Cab LT Pickup 4D 5 ft pickup Red -,"$32,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-chevy-chevrolet-colorado/7439095459.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2017 BMW X5 sDrive35i SKU:H0U20877 SUV,"$38,998",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2017-bmw-x5-sdrive35i/7439088533.html,"SOLD!!! This BMW X5 has just been Sold. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below to..."
2016 VW Volkswagen Golf TSI SE Hatchback Sedan 4D sedan Gray - FINANCE,"$19,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-vw-volkswagen-golf-tsi-se/7439087680.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 BMW 4 Series 430i xDrive AWD All Wheel Drive SKU:JBG96019,"$32,988",please Call-please Confirm-please Come today *877-554-2958* eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2018-bmw-series-430i-xdrive-awd/7439093466.html,Most common questions about this vehicle: Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the...
2013 Ford Mustang V6 Premium Coupe 2D coupe Red - FINANCE ONLINE,"$24,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2013-ford-mustang-v6-premium/7439095457.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2021 Tesla Model 3 Standard Range Plus Sedan 4D sedan White - FINANCE,"$49,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2021-tesla-model-standard-range/7439094651.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
Ultra Rare 1990 Pontiac Trans Am GTA 5.7L TPI,"$6,000","Bellevue, WA eastside ",https://seattle.craigslist.org/est/cto/d/bellevue-ultra-rare-1990-pontiac-trans/7439096390.html,"Ultra rare 1990 Pontiac Trans Am GTA. One of only 884 produced in 1990 (All GTA's) This one is an L98 (5.7L) Tuned Port Injection, with the 700R4 Automatic Transmission, and a hardtop configuration...."
2015 Honda Civic LX Sedan 4D sedan Silver - FINANCE ONLINE,"$19,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2015-honda-civic-lx-sedan-4d/7439097104.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2016 Nissan 370Z Sport Coupe 2D coupe Blue - FINANCE ONLINE,"$28,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-nissan-370z-sport-coupe-2d/7439096204.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2017 Ram 1500 Quad Cab Sport Pickup 4D 6 1/3 ft pickup White - FINANCE,"$39,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-ram-1500-quad-cab-sport/7439096186.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2020 Toyota Tacoma Access Cab SR Pickup 4D 6 ft pickup Black - FINANCE,"$31,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-toyota-tacoma-access-cab/7439096218.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 INFINITI Q50 2.0t LUXE Sedan 4D sedan Black - FINANCE ONLINE,"$26,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-infiniti-q50-20t-luxe/7439096208.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2014 Nissan 370Z Touring Coupe 2D coupe Black - FINANCE ONLINE,"$31,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2014-nissan-370z-touring-coupe/7439097135.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2017 Honda Civic LX Sedan 4D sedan Blue - FINANCE ONLINE,"$22,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-honda-civic-lx-sedan-4d/7439105545.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2020 Tesla Model Y Performance Sport Utility 4D hatchback White -,"$64,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-tesla-model-performance/7439105586.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2020 Chevy Chevrolet Equinox LT Sport Utility 4D suv Silver - FINANCE,"$25,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-chevy-chevrolet-equinox-lt/7439105512.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
2018 BMW M4 Convertible 2D Convertible Gray - FINANCE ONLINE,"$64,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-bmw-m4-convertible-2d/7439105581.html,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience..."
